partner,course,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Illinois at Urbana-Champaign,Accelerated Computer Science Fundamentals,4.7,3.3k,Intermediate , Specialization , 1 - 3 Months,FALSE
"University of California, Irvine",Career Success,4.6,41.3k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,AI Fundamentals for Non-Data Scientists,4.8,210,Mixed , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,Intellectual Property Law,4.8,1.2k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Fundamentals of Quantitative Modeling,4.6,8.6k,Mixed , Course , 1 - 4 Weeks,FALSE
University of Amsterdam,Methods and Statistics in Social Sciences,4.6,7.3k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Virginia,Pricing Strategy Optimization,4.8,864,Beginner , Specialization , 3 - 6 Months,FALSE
The Museum of Modern Art,Modern and Contemporary Art and Design,4.8,14.1k,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Davis",The Strategy of Content Marketing,4.5,4.3k,Intermediate , Course , 1 - 3 Months,FALSE
Stanford University,Introduction to Healthcare,4.8,780,Beginner , Course , 1 - 3 Months,FALSE
Google,Capstone: Applying Project Management in the Real World,4.8,6.8k,Beginner , Course , 1 - 4 Weeks,FALSE
Duke University,Java Programming and Software Engineering Fundamentals,4.6,21.5k,Beginner , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Natural Language Processing with Classification and Vector Spaces,4.6,4.1k,Intermediate , Course , 1 - 4 Weeks,FALSE
IBM,Introduction to Cybersecurity Tools & Cyber Attacks,4.6,14.7k,Beginner , Course , 1 - 4 Weeks,FALSE
University of London,"Brand Management: Aligning Business, Brand and Behaviour",4.9,7k,Beginner , Course , 1 - 3 Months,FALSE
Google Cloud,Machine Learning on Google Cloud,4.5,9.5k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Removing Barriers to Change,4.9,373,Beginner , Course , 1 - 4 Weeks,FALSE
Google Cloud,Google Cloud Digital Leader Training,4.8,3.7k,Beginner , Professional Certificate , 3 - 6 Months,FALSE
SAS,SAS Programmer,4.8,3.3k,Beginner , Professional Certificate , 3 - 6 Months,TRUE
Emory University,Management Consulting,4.8,546,Beginner , Specialization , 3 - 6 Months,FALSE
Macquarie University,Excel Skills for Data Analytics and Visualization,4.8,4.7k,Intermediate , Specialization , 3 - 6 Months,FALSE
Vanderbilt University,MATLAB Programming for Engineers and Scientists,4.8,17.6k,Beginner , Specialization , 3 - 6 Months,FALSE
Yale University,Managing Emotions in Times of Uncertainty & Stress,4.8,2.7k,Beginner , Course , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Strategic Leadership and Management,4.8,8.8k,Beginner , Specialization , 3 - 6 Months,TRUE
University of Alberta,Software Design and Architecture,4.6,3.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,"Effective Communication: Writing, Design, and Presentation",4.8,10.9k,Beginner , Specialization , 3 - 6 Months,FALSE
SkillUp EdTech,Scrum Master,4.7,73,Beginner , Specialization , 3 - 6 Months,FALSE
EDHEC Business School,Investment Management with Python and Machine Learning,4.6,1.7k,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Irvine",Academic English: Writing,4.7,22k,Beginner , Specialization , 3 - 6 Months,FALSE
ISC2,(ISC)² Systems Security Certified Practitioner (SSCP),4.7,501,Beginner , Specialization , 3 - 6 Months,FALSE
University of Virginia,Agile Development,4.7,4.5k,Beginner , Specialization , 3 - 6 Months,FALSE
Meta,Introduction to Social Media Marketing,4.8,12.5k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Irvine",Introduction to Business,4.7,242,Beginner , Specialization , 1 - 3 Months,FALSE
DeepLearning.AI,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.8,19k,Intermediate , Course , 1 - 4 Weeks,FALSE
The University of Sydney,Introduction to Calculus,4.8,3.4k,Intermediate , Course , 1 - 3 Months,FALSE
Microsoft,Microsoft Azure Data Scientist Associate (DP-100),4.4,284,Intermediate , Professional Certificate , 3 - 6 Months,FALSE
University of California San Diego,Introduction to Discrete Mathematics for Computer Science,4.5,3.4k,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Irvine",Project Launch,4.7,238,Beginner , Course , 1 - 3 Months,FALSE
IBM,Machine Learning with Python,4.7,14.8k,Intermediate , Course , 1 - 3 Months,FALSE
IBM,Databases and SQL for Data Science with Python,4.6,18.6k,Beginner , Course , 1 - 3 Months,FALSE
The University of Chicago,Understanding the Brain: The Neurobiology of Everyday Life,4.9,2.7k,Beginner , Course , 1 - 3 Months,FALSE
University System of Georgia,Six Sigma Yellow Belt,4.6,8.9k,Beginner , Specialization , 3 - 6 Months,FALSE
University of California San Diego,Drug Development Product Management,4.6,5.8k,Beginner , Specialization , 3 - 6 Months,FALSE
Google,Get Started with Python,4.8,650,Advanced , Course , 1 - 3 Months,FALSE
ESSEC Business School,Diversity and inclusion in the workplace,4.7,906,Beginner , Course , 1 - 4 Weeks,FALSE
University of Illinois at Urbana-Champaign,Business Data Management and Communication,4.7,5.8k,Intermediate , Specialization , 3 - 6 Months,TRUE
Google,Put It to Work: Prepare for Cybersecurity Jobs,4.9,952,Beginner , Course , 1 - 3 Months,FALSE
IE Business School,Branding: The Creative Journey,4.6,1.4k,Beginner , Specialization , 3 - 6 Months,FALSE
Advancing Women in Tech,Real-World Product Management,4.5,795,Beginner , Specialization , 3 - 6 Months,TRUE
University of Pennsylvania,Introduction to Financial Accounting,4.7,7.9k,Mixed , Course , 1 - 4 Weeks,FALSE
Johns Hopkins University,Introduction to Systematic Review and Meta-Analysis,4.8,3.2k,Mixed , Course , 1 - 3 Months,FALSE
Google,Google Project Management (DE),4.2,51,Beginner , Professional Certificate , 3 - 6 Months,FALSE
New York Institute of Finance,Risk Management,4.6,668,Beginner , Specialization , 3 - 6 Months,FALSE
"University of Maryland, College Park",Cybersecurity for Everyone,4.7,1.1k,Beginner , Course , 1 - 3 Months,FALSE
Atlassian,Agile with Atlassian Jira,4.7,8.3k,Beginner , Course , 1 - 4 Weeks,FALSE
DeepLearning.AI,Structuring Machine Learning Projects,4.8,49.5k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Geneva,Investment Management,4.7,7.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Google,Google Data Analytics Capstone: Complete a Case Study,4.8,12.6k,Beginner , Course , 1 - 4 Weeks,FALSE
IBM ,IBM Mainframe Developer,4.6,936,Intermediate , Professional Certificate , 3 - 6 Months,FALSE
University of Pennsylvania,Introduction to Marketing,4.8,12.5k,Mixed , Course , 1 - 3 Months,FALSE
University of Colorado Boulder,Software Architecture for Big Data,3.3,33,Advanced , Specialization , 1 - 3 Months,TRUE
LearnQuest,ITIL 4 Exam Preparation,4.7,942,Mixed , Course , 1 - 3 Months,FALSE
IBM,Introduction to Project Management,4.8,370,Beginner , Course , 1 - 3 Months,FALSE
DeepLearning.AI,Convolutional Neural Networks,4.9,41.8k,Intermediate , Course , 1 - 4 Weeks,FALSE
Duke University,Medical Neuroscience,4.9,2.7k,Advanced , Course , 3 - 6 Months,FALSE
University of Michigan,Web Design for Everybody: Basics of Web Development & Coding,4.7,34.1k,Beginner , Specialization , 3 - 6 Months,FALSE
University of London,Global Diplomacy – Diplomacy in the Modern World,4.7,4.6k,Mixed , Course , 1 - 3 Months,FALSE
Google,Google IT Support,None,None,,None,None,FALSE
Google,Conduct UX Research and Test Early Concepts,4.8,4.5k,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Davis",Data Visualization with Tableau,4.5,7.8k,Beginner , Specialization , 3 - 6 Months,FALSE
Stanford University,Introduction to Mathematical Thinking,4.8,2.6k,Intermediate , Course , 1 - 3 Months,FALSE
Rutgers the State University of New Jersey,Global Procurement and Sourcing,4.7,1.9k,Beginner , Specialization , 3 - 6 Months,FALSE
University System of Georgia,Six Sigma Black Belt,4.5,453,Intermediate , Specialization , 3 - 6 Months,FALSE
IBM ,IBM z/OS Mainframe Practitioner,4.7,1.1k,Intermediate , Professional Certificate , 1 - 3 Months,FALSE
Microsoft,Preparing  Data for Analysis with Microsoft Excel,4.7,687,Beginner , Course , 1 - 4 Weeks,FALSE
University of Michigan,Python Basics,4.8,16.9k,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",Human Resources Analytics,4.6,1.4k,Mixed , Course , 1 - 4 Weeks,FALSE
Google,Think Outside the Inbox: Email Marketing,4.8,1.4k,Beginner , Course , 1 - 3 Months,FALSE
University of Virginia,Design Thinking,4.7,76,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Good with Words: Writing and Editing,4.7,2.3k,Beginner , Specialization , 3 - 6 Months,FALSE
Google,Google UX Design (DE),4.4,37,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Berklee,The Business of Music Production,4.8,5k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Washington,Dynamic Public Speaking,4.7,2.4k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Fundamentals of Finance,3.9,823,Beginner , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Robotics,4.4,3.9k,Beginner , Specialization , 3 - 6 Months,FALSE
Macquarie University,Excel Skills for Business: Essentials,4.9,47.6k,Beginner , Course , 1 - 3 Months,FALSE
University at Buffalo,Blockchain,4.6,8.6k,Intermediate , Specialization , 3 - 6 Months,FALSE
Google,Google データアナリティクス,4.7,291,Beginner , Professional Certificate , 3 - 6 Months,FALSE
University of Michigan,Anatomy,4.8,3.6k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,IBM Full Stack Software Developer,None,None,,None,None,FALSE
Google Cloud,Machine Learning for Trading,3.9,1k,Intermediate , Specialization , 1 - 3 Months,FALSE
Eindhoven University of Technology,"Ethics, Technology and Engineering",4.7,701,Beginner , Course , 1 - 3 Months,FALSE
Multiple educators,Object Oriented Programming in Java,4.6,14.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,The Art of Visual Storytelling,4.7,33,Beginner , Specialization , 3 - 6 Months,FALSE
Berklee,The DIY Musician,4.7,3.4k,Beginner , Specialization , 3 - 6 Months,FALSE
Salesforce,Salesforce Sales Development Representative,4.5,396,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Johns Hopkins University,Reducing Gun Violence in America: Evidence for Change,4.7,257,Beginner , Course , 1 - 3 Months,FALSE
IBM,Microsoft Windows Defender and Firewall for Beginners,4.2,43,Beginner , Guided Project , Less Than 2 Hours,FALSE
University of Colorado Boulder,Algorithms for Battery Management Systems,4.7,2.4k,Intermediate , Specialization , 3 - 6 Months,TRUE
Vanderbilt University,Innovative Teaching with ChatGPT,4.6,41,Beginner , Course , 1 - 4 Weeks,FALSE
IBM,Data Analysis with Python,4.7,17.3k,Beginner , Course , 1 - 3 Months,FALSE
Stanford University,International Women's Health and Human Rights,4.9,1.5k,Beginner , Course , 3 - 6 Months,FALSE
University of Washington,Business English Communication Skills,4.8,4.4k,Intermediate , Specialization , 3 - 6 Months,FALSE
Stanford University,Cryptography I,4.8,4.2k,Mixed , Course , 1 - 3 Months,FALSE
"University of California, Santa Cruz",Bayesian Statistics,4.6,3.4k,Intermediate , Specialization , 3 - 6 Months,FALSE
IBM,Data Visualization and Dashboards with Excel and Cognos,4.7,3.2k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Minnesota,Software Testing and Automation,4.3,769,Intermediate , Specialization , 3 - 6 Months,FALSE
Amazon Web Services,AWS Cloud Practitioner Essentials,4.8,1.5k,Beginner , Course , 1 - 3 Months,FALSE
Google,Google UX Design,4.7,62,Beginner , Professional Certificate , 3 - 6 Months,FALSE
University of Colorado Boulder,Everyday Excel,4.7,3.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of California San Diego,Bioinformatics,4.3,1.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Stanford University,"Food Sustainability, Mindful Eating, and Healthy Cooking",4.8,426,Beginner , Specialization , 1 - 3 Months,FALSE
DeepLearning.AI,Calculus for Machine Learning and Data Science,4.8,394,Beginner , Course , 1 - 4 Weeks,FALSE
Microsoft,Work Smarter with Microsoft Word,4.7,964,Beginner , Course , 1 - 3 Months,FALSE
IBM,Data Science Methodology,4.6,19.6k,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Google IT Support,4.5,166,Beginner , Professional Certificate , 3 - 6 Months,FALSE
University of Colorado Boulder,Power Electronics,4.7,4k,Intermediate , Specialization , 3 - 6 Months,TRUE
Michigan State University,Photography Basics and Beyond: From Smartphone to DSLR,4.7,6.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Stanford University,Probabilistic Graphical Models,4.6,1.5k,Advanced , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Sequence Models,4.8,29.6k,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Illinois at Urbana-Champaign,Business Value and Project Management,4.7,7k,Beginner , Specialization , 3 - 6 Months,TRUE
IBM,Advanced Data Science with IBM,4.3,3k,Advanced , Specialization , 3 - 6 Months,FALSE
Google,Create High-Fidelity Designs and Prototypes in Figma,4.8,3.4k,Beginner , Course , 1 - 3 Months,FALSE
Universitat Autònoma de Barcelona,Primeros Auxilios Psicológicos (PAP),4.8,9.9k,Mixed , Course , 1 - 3 Months,FALSE
Lund University,AI & Law,4.8,380,Beginner , Course , 1 - 4 Weeks,FALSE
Berklee,The Singer Songwriter,4.8,4.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Rice University,Business Statistics and Analysis,4.7,12k,Beginner , Specialization , 3 - 6 Months,FALSE
Duke University,Decentralized Finance (DeFi): The Future of Finance,4.8,1.7k,Intermediate , Specialization , 3 - 6 Months,FALSE
Deep Teaching Solutions,Learning How to Learn: Powerful mental tools to help you master tough subjects,4.8,88k,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Google UX Design (PT),4.9,2k,Beginner , Professional Certificate , 3 - 6 Months,FALSE
HRCI,Talent Acquisition,4.8,216,Beginner , Course , 1 - 4 Weeks,FALSE
Rutgers the State University of New Jersey,Supply Chain Analytics,4.6,1.9k,Beginner , Specialization , 3 - 6 Months,FALSE
MedCerts,Human Anatomy and Medical Terminology Fundamentals,4.7,36,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Customer Analytics,4.6,11.6k,Mixed , Course , 1 - 3 Months,FALSE
Google Cloud,Creating Business Value with Data and Looker,4.7,1k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,English for Career Development,4.8,14.7k,Mixed , Course , 1 - 3 Months,FALSE
Meta,Introduction to Front-End Development,4.8,9k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Michigan,Web Applications for Everybody,4.7,8.9k,Intermediate , Specialization , 3 - 6 Months,FALSE
Duke University,MLOps | Machine Learning Operations,4,123,Advanced , Specialization , 3 - 6 Months,FALSE
"University of California, Davis",SQL for Data Science,4.6,15.7k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,Data Science Foundations: Statistical Inference,4.4,179,Intermediate , Specialization , 3 - 6 Months,TRUE
Google,Google サイバーセキュリティ,4.7,37,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Google,Google Project Management (PT),4.9,1.9k,Beginner , Professional Certificate , 3 - 6 Months,FALSE
IBM,Python Project for Data Science,4.5,3.7k,Intermediate , Course , 1 - 4 Weeks,FALSE
Berklee,Music Production,4.8,2.8k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Toronto,"GIS, Mapping, and Spatial Analysis",4.9,2.7k,Beginner , Specialization , 3 - 6 Months,FALSE
Universiteit Leiden,International Humanitarian Law in Theory and Practice,4.8,1.6k,Beginner , Course , 1 - 3 Months,FALSE
"Parsons School of Design, The New School",Transforming the Fashion Business,4.7,423,Intermediate , Specialization , 1 - 3 Months,FALSE
Johns Hopkins University,Biostatistics in Public Health,4.8,2.1k,Beginner , Specialization , 3 - 6 Months,FALSE
The University of Edinburgh,Animal Behaviour and Welfare,4.8,4.9k,Mixed , Course , 1 - 3 Months,FALSE
University of Michigan,Foundational Finance for Strategic Decision Making,4.7,1.1k,Beginner , Specialization , 3 - 6 Months,FALSE
Imperial College London,Statistical Analysis with R for Public Health,4.7,1.9k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Renewable Energy,4.8,708,Beginner , Specialization , 3 - 6 Months,FALSE
Arizona State University,"TESOL Certificate, Part 2: Teach English Now!",4.9,3.7k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Illinois at Urbana-Champaign,Business Analytics,4.6,894,Beginner , Specialization , 3 - 6 Months,TRUE
University of Illinois at Urbana-Champaign,Fundamentals of Accounting,4.6,1.9k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,User Experience Research and Design,4.7,2k,Beginner , Specialization , 3 - 6 Months,FALSE
Goodwill Industries International,Goodwill® Career Coach and Navigator,4.7,109,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Institute for the Future,Futures Thinking,4.8,1.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Foundations of Data Structures and Algorithms,4.6,371,Advanced , Specialization , 3 - 6 Months,TRUE
University of Colorado System,School Health for Children and Adolescents,4.8,2.8k,Beginner , Specialization , 3 - 6 Months,FALSE
Yonsei University,First Step Korean,4.9,48.5k,Beginner , Course , 1 - 3 Months,FALSE
ESSEC Business School,Réussir le Changement,4.5,1.9k,Mixed , Course , 1 - 3 Months,FALSE
University of Toronto,Self-Driving Cars,4.7,3.3k,Advanced , Specialization , 3 - 6 Months,FALSE
Google,Assess for Success: Marketing Analytics and Measurement,4.6,1k,Beginner , Course , 1 - 4 Weeks,FALSE
Johns Hopkins University,Neuroscience and Neuroimaging,4.6,3.1k,Intermediate , Specialization , 3 - 6 Months,FALSE
Duke University,Impact Measurement & Management for the SDGs,4.8,487,Mixed , Course , 1 - 3 Months,FALSE
IBM,Introduction to Data Engineering,4.7,2.1k,Beginner , Course , 1 - 4 Weeks,FALSE
Johns Hopkins University,Cancer Biology,4.8,9k,Beginner , Specialization , 3 - 6 Months,FALSE
Johns Hopkins University,Design and Interpretation of Clinical Trials,4.7,4.2k,Mixed , Course , 1 - 3 Months,FALSE
University of Virginia,Digital Product Management: Modern Fundamentals,4.7,5k,Beginner , Course , 1 - 4 Weeks,FALSE
Copenhagen Business School,An Introduction to Consumer Neuroscience & Neuromarketing,4.7,3.1k,Beginner , Course , 1 - 3 Months,FALSE
Dartmouth College,"Strategic Leadership: Impact, Change, and Decision-Making",4.8,326,Beginner , Specialization , 3 - 6 Months,FALSE
California Institute of the Arts,Fundamentals of Graphic Design,4.8,16.8k,Beginner , Course , 1 - 3 Months,FALSE
Johns Hopkins University,Healthcare IT Support,4.7,956,Beginner , Specialization , 3 - 6 Months,FALSE
Wesleyan University,Social Psychology,4.7,4.7k,Beginner , Course , 1 - 3 Months,FALSE
Google,Build Dynamic User Interfaces (UI) for Websites,4.8,2.8k,Beginner , Course , 1 - 3 Months,FALSE
Coursera Project Network,Getting Started with Power BI Desktop,4.7,3.5k,Beginner , Guided Project , Less Than 2 Hours,FALSE
University System of Georgia,Six Sigma Green Belt,4.7,4k,Intermediate , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Probability & Statistics for Machine Learning & Data Science,4.6,181,Beginner , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,FPGA Design for Embedded Systems,4.5,1.6k,Intermediate , Specialization , 3 - 6 Months,TRUE
Amazon Web Services,AWS Cloud Technical Essentials,4.8,4.3k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Davis",Market Research,4.6,1.3k,Beginner , Specialization , 3 - 6 Months,FALSE
West Virginia University,Forensic Accounting and Fraud Examination,4.7,5.4k,Mixed , Course , 1 - 3 Months,FALSE
"University of California, Santa Cruz",Coding for Everyone: C and C++,4.5,8.9k,Beginner , Specialization , 3 - 6 Months,FALSE
Yale University,Overcoming Dyslexia,4.8,503,Beginner , Course , 1 - 3 Months,FALSE
University at Buffalo,Digital Manufacturing & Design Technology,4.6,6.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Cape Town,Understanding Clinical Research: Behind the Statistics,4.8,3.3k,Beginner , Course , 1 - 3 Months,FALSE
Interactive Brokers,Practical Guide to Trading,4.4,485,Beginner , Specialization , 3 - 6 Months,FALSE
Meta,Meta AR Developer,4.6,84,Intermediate , Professional Certificate , 3 - 6 Months,FALSE
Johns Hopkins University,Health Informatics,4.4,746,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,PostgreSQL for Everybody,4.7,1k,Intermediate , Specialization , 3 - 6 Months,FALSE
IBM,Introduction to Software Engineering,4.7,581,Beginner , Course , 1 - 3 Months,FALSE
The University of Sydney,Positive Psychiatry and Mental Health,4.8,3.4k,Mixed , Course , 1 - 3 Months,FALSE
DeepLearning.AI,Machine Learning Data Lifecycle in Production,4.3,754,Advanced , Course , 1 - 4 Weeks,FALSE
University of Michigan,Healthy and Sustainable Foods and Products,3.9,24,Intermediate , Specialization , 3 - 6 Months,FALSE
University of London,Corporate Strategy,4.8,1.9k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,Healthcare Law,4.7,411,Intermediate , Specialization , 3 - 6 Months,FALSE
IBM,IBM & Darden Digital Strategy,None,None,Specialization,None,None,FALSE
University of Illinois at Urbana-Champaign,Financial Management,4.7,6.4k,Intermediate , Specialization , 3 - 6 Months,TRUE
University of Michigan,Digital Technologies and the Future of Manufacturing,4.6,199,Beginner , Specialization , 1 - 3 Months,FALSE
Board Infinity ,Java FullStack Developer,4.4,71,Intermediate , Specialization , 1 - 3 Months,FALSE
Google,The Path to Insights: Data Models and Pipelines,4.7,262,Advanced , Course , 1 - 4 Weeks,FALSE
Georgia Institute of Technology,Write Professional Emails in English,4.8,16.7k,Mixed , Course , 1 - 3 Months,FALSE
California Institute of the Arts,Game Design: Art and Concepts,4.7,3.8k,Beginner , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Convolutional Neural Networks in TensorFlow,4.7,7.9k,Intermediate , Course , 1 - 4 Weeks,FALSE
Microsoft,Work Smarter with Microsoft Excel,4.7,1.5k,Beginner , Course , 1 - 3 Months,FALSE
University of Virginia,Managerial Accounting Fundamentals,4.8,721,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Davis",Learn Spanish: Basic Spanish Vocabulary,4.6,3.5k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Extended Reality for Everybody,4.6,423,Beginner , Specialization , 1 - 3 Months,FALSE
Vanderbilt University,Data Management for Clinical Research,4.7,1.5k,Beginner , Course , 1 - 3 Months,FALSE
Duke University,Data Analysis with R,4.7,7.1k,Beginner , Specialization , 3 - 6 Months,FALSE
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),4.9,3.5k,Mixed , Course , 1 - 3 Months,FALSE
Duke University,Behavioral Finance,4.4,3.8k,Beginner , Course , 1 - 4 Weeks,FALSE
Google Cloud,Customer Experiences with Contact Center AI - Dialogflow CX,4.4,219,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,"Introduction to Web Development with HTML, CSS, JavaScript",4.6,1.7k,Beginner , Course , 1 - 3 Months,FALSE
Northwestern University,Organizational Leadership,4.7,4.5k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Toronto,Introduction to Psychology,4.9,4.9k,Mixed , Course , 1 - 3 Months,FALSE
Autodesk,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,4.7,2.5k,Advanced , Course , 1 - 4 Weeks,FALSE
Rice University,Investment and Portfolio Management,4.5,2.4k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Viral Marketing and How to Craft Contagious Content,4.8,5.1k,Mixed , Course , 1 - 4 Weeks,FALSE
Google,"Aspectos básicos: Datos, datos, en todas partes",4.8,4.9k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Irvine",Project Planning,4.8,167,Beginner , Course , 1 - 3 Months,FALSE
Google,"Make the Sale: Build, Launch, and Manage E-commerce Stores",4.8,909,Beginner , Course , 1 - 4 Weeks,FALSE
Lund University,"AI, Business & the Future of Work",4.7,269,Beginner , Course , 1 - 4 Weeks,FALSE
EDHEC Business School,Climate Change and Sustainable Investing,4.7,281,Beginner , Specialization , 3 - 6 Months,FALSE
Google,Go Beyond the Numbers: Translate Data into Insights,4.7,310,Advanced , Course , 1 - 3 Months,FALSE
Northwestern University,"Modern Robotics:  Mechanics, Planning, and Control",4.7,1k,Intermediate , Specialization , 3 - 6 Months,FALSE
Johns Hopkins University,Epidemiology in Public Health Practice,4.7,4.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Introduction to Large Language Models,4.2,168,Beginner , Course , 1 - 4 Weeks,FALSE
Duke University,Excel to MySQL: Analytic Techniques for Business,4.6,15.1k,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Site Reliability Engineering: Measuring and Managing Reliability,4.5,861,Intermediate , Course , 1 - 3 Months,FALSE
University of Michigan,Emotional Intelligence: Cultivating Immensely Human Interactions,4.7,240,Intermediate , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",Learn English: Beginning Grammar,4.9,3k,Beginner , Specialization , 1 - 3 Months,FALSE
Berklee,"Songwriting: Writing, Arranging, and Producing Music",4.8,2k,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Google Cloud Fundamentals: Core Infrastructure,4.7,47.4k,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado Boulder,Optical Engineering,4.4,329,Advanced , Specialization , 3 - 6 Months,TRUE
University of Illinois at Urbana-Champaign,Value Chain Management,4.7,4.9k,Intermediate , Specialization , 3 - 6 Months,TRUE
Duke University,Introductory Human Physiology,4.8,4.7k,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado System,Become an EMT,4.8,2.3k,Beginner , Specialization , 3 - 6 Months,FALSE
Knowledge Accelerators,Customer Service Fundamentals,4.8,1.6k,Beginner , Course , 1 - 4 Weeks,FALSE
Erasmus University Rotterdam,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",4.6,1.2k,Advanced , Course , 1 - 3 Months,FALSE
University of Michigan,Instructional Methods in Health Professions Education,4.7,441,Intermediate , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Gamification,4.8,2.4k,Mixed , Course , 1 - 3 Months,FALSE
Berklee,Music Education for Teachers,4.8,2.8k,Intermediate , Specialization , 3 - 6 Months,FALSE
Stanford University,Child Nutrition and Cooking,4.8,9.9k,Beginner , Course , 1 - 3 Months,FALSE
Rice University,Medical Terminology,4.9,401,Beginner , Specialization , 3 - 6 Months,FALSE
ISAE-SUPAERO,Fundamentals of Flight mechanics,4.7,345,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Using Public Policy for Social Change,5,6,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Google Digital Marketing & E-commerce,None,None,,None,None,FALSE
INSEAD,Blockchain Revolution,4.7,2.9k,Beginner , Specialization , 3 - 6 Months,FALSE
Autodesk,Autodesk CAD/CAM/CAE for Mechanical Engineering,4.8,4.8k,Intermediate , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,TensorFlow: Data and Deployment,4.6,1.4k,Intermediate , Specialization , 3 - 6 Months,FALSE
IBM,Exploratory Data Analysis for Machine Learning,4.6,1.4k,Intermediate , Course , 1 - 3 Months,FALSE
Codio,Programming in C++: A Hands-on Introduction,4.6,921,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Introduction to Corporate Finance,4.6,5.8k,Mixed , Course , 1 - 4 Weeks,FALSE
